dataset,fluence_ratio,t_ps,y_exp,sigma,y_fit_raw,y_fit,residual_raw,residual,offset_mask,offset_pre0,offset_npts,offset_apply_to,u_m_chi2q,u_raw_m_chi2q,m,eta,phi,chi2q,Te,Ts,Tl,A_obs,B_obs,readout_source,dt_i_ps,sigma_irf_ps,y_column
deltak12k_2p5mW.csv,2.5,34.0,0.028972164,,0.02954622114007914,0.02954622114007914,0.0005740571400791386,0.0005740571400791386,0,0.0048092956715506,4,pre0_only,0.18709251318042344,0.18709251318042344,0.6188173596536372,0.9532005219885769,0.1535726784030435,0.3023388246333981,18.979605266651653,11.650468324143397,27.866852950587216,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,39.0,0.026348457,,0.028529806526548643,0.028529806526548643,0.002181349526548644,0.002181349526548644,0,0.0048092956715506,4,pre0_only,0.17260685496804268,0.17260685496804268,0.5960570313442554,0.9571534790577259,0.14689458210240774,0.28958110699369105,18.843867562868773,11.704123328369203,27.00309609943948,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,44.0,0.027104795,,0.02760761336166784,0.02760761336166784,0.0005028183616678401,0.0005028183616678401,0,0.0048092956715506,4,pre0_only,0.15946401462077905,0.15946401462077905,0.5762418279786855,0.9609474063610377,0.1401953255172384,0.2767310647686572,18.66051383370425,11.751278148729575,26.149675517785738,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,49.0,0.026659742,,0.02677850758612926,0.02677850758612926,0.00011876558612925955,0.00011876558612925955,0,0.0048092956715506,4,pre0_only,0.14764782984098163,0.14764782984098163,0.558985861625838,0.9644856701630744,0.13365357258112665,0.26413517760814315,18.43571650766232,11.792152045112699,25.305794757491128,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,54.0,0.026326925,,0.026039943937310756,0.026039943937310756,-0.0002869810626892448,-0.0002869810626892448,0,0.0048092956715506,4,pre0_only,0.13712202625408482,0.13712202625408482,0.5439615208695706,0.9677062997650169,0.12741472957083427,0.25208037883797946,18.1751109128029,11.826945103109264,24.47076637958812,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,59.0,0.026252374,,0.025387759993634365,0.025387759993634365,-0.0008646140063656334,-0.0008646140063656334,0,0.0048092956715506,4,pre0_only,0.12782728218612646,0.12782728218612646,0.5308905084027576,0.9705799690736192,0.1215841886354404,0.2407789933383983,17.883775137768932,11.855842204413287,23.644034216334678,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,64.0,0.02551499,,0.024816421212641243,0.024816421212641243,-0.0006985687873587582,-0.0006985687873587582,0,0.0048092956715506,4,pre0_only,0.11968472087819983,0.11968472087819983,0.5195362233302429,0.9731034924662726,0.11622811668051855,0.23036838530914583,17.56625882363635,11.879016219377501,22.82520749226296,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,69.0,0.024932757,,0.024319477361906837,0.024319477361906837,-0.0006132796380931629,-0.0006132796380931629,0,0.0048092956715506,4,pre0_only,0.11260241541283574,0.11260241541283574,0.509697288507462,0.9752918923092427,0.11137892955170713,0.22092017743034792,17.226644016153703,11.896630682329198,22.01410362705633,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,74.0,0.025123805,,0.023890046685952033,0.023890046685952033,-0.0012337583140479662,-0.0012337583140479662,0,0.0048092956715506,4,pre0_only,0.10648228892608069,0.10648228892608069,0.5012020513220868,0.9771711086666985,0.10704271048198873,0.21245381706878153,16.86863065076267,11.908842257568335,21.210811141673485,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,79.0,0.023030996,,0.023521223286782154,0.023521223286782154,0.0004902272867821529,0.0004902272867821529,0,0.0048092956715506,4,pre0_only,0.10122592048156794,0.10122592048156794,0.4939039096539523,0.9787723109798648,0.10320663626989664,0.20495063615206172,16.49563797726904,11.915803297300096,20.41576884637142,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,84.0,0.021554053,,0.02320636916181303,0.02320636916181303,0.0016523161618130291,0.0016523161618130291,0,0.0048092956715506,4,pre0_only,0.09673870711376828,0.09673870711376828,0.48767733453978634,0.980127973608088,0.0998453645600017,0.19836621524569953,16.11092072291332,11.91766477353055,19.62986955413216,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,89.0,0.023912847,,0.022939293358685837,0.022939293358685837,-0.0009735536413141635,-0.0009735536413141635,0,0.0048092956715506,4,pre0_only,0.09293241709255391,0.09293241709255391,0.4824144781111179,0.9812694619220972,0.09692601323063565,0.19264019076796476,15.717696031726636,11.91457982311188,18.85458912730356,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,94.0,0.022776604,,0.022714339743708706,0.022714339743708706,-6.226425629129312e-05,-6.226425629129312e-05,0,0.0048092956715506,4,pre0_only,0.08972644077460278,0.08972644077460278,0.4780222703187727,0.9822257407841694,0.09441176904646718,0.18770347397155374,15.319279076216626,11.906708100220433,18.092136321639583,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,99.0,0.022125393,,0.022526409659948718,0.022526409659948718,0.00040101665994871777,0.00040101665994871777,0,0.0048092956715506,4,pre0_only,0.0870481135202204,0.0870481135202204,0.47441992140303413,0.9830228346823283,0.0922643521234471,0.18348325943562221,14.919221630513118,11.894221049450461,17.345616694508212,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_2p5mW.csv,2.5,104.0,0.020891294,,0.022370943271602366,0.022370943271602366,0.0014796492716023651,0.0014796492716023651,0,0.0048092956715506,4,pre0_only,0.08483244981849922,0.08483244981849922,0.47153675972507625,0.9836837453997578,0.09044561542726434,0.1799063340638803,14.521440423290521,11.877308078689627,16.6191863833287,0.07016696090908581,0.01641850808136575,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,-16.0,0.034982776,,0.0323281722473491,0.035144052846954196,-0.0026546037526508984,0.00016127684695419614,1,0.0028158805996050962,4,pre0_only,0.2817583318894082,0.2817583318894082,0.8161738574473549,0.9385223347407121,0.1762358051083591,0.345218520929632,5.007903516292572,5.007903516292572,5.007903516292572,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,-11.0,0.035386914,,0.03232849909170005,0.03514437969130514,-0.0030584149082999515,-0.00024253430869485698,1,0.0028158805996050962,4,pre0_only,0.28176578530443863,0.28176578530443863,0.8161936453981593,0.9385220543134285,0.17623621126700487,0.3452192833074391,4.999771844802284,5.001763700235583,4.9979929610650435,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,-6.0,0.035139977,,0.032329415238681776,0.03514529583828687,-0.002810561761318227,5.318838286867689e-06,1,0.0028158805996050962,4,pre0_only,0.28178667727844453,0.28178667727844453,0.8162487933007084,0.9385212188925872,0.17623742124879552,0.3452215544956199,4.99363757945167,4.995654115986524,4.991813122895331,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,-1.0,0.035070776,,0.03233083402384869,0.035146714623453784,-0.0027399419761513083,7.593862345378621e-05,1,0.0028158805996050962,4,pre0_only,0.2818190315004396,0.2818190315004396,0.816333638049484,0.9385198382681297,0.17623942085880584,0.34522530784570765,4.987581713769352,4.98958168001484,4.9857738384363195,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,4.0,0.021594668,,0.032211438746749144,0.032211438746749144,0.010616770746749143,0.010616770746749143,0,0.0028158805996050962,4,pre0_only,0.27909632097983317,0.27909632097983317,0.8090577852007133,0.938615684294913,0.176100551801665,0.34496463180388803,375.5515784579175,7.873590376508435,25.88713074170236,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,9.0,0.030005616,,0.03170637475401409,0.03170637475401409,0.0017007587540140909,0.0017007587540140909,0,0.0028158805996050962,4,pre0_only,0.267578754456221,0.267578754456221,0.7782598454153429,0.9390367707268725,0.17548920195483636,0.343816729120104,242.2868388144924,10.648458172753802,30.83734336445434,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,14.0,0.028225856,,0.030309224777483147,0.030309224777483147,0.002083368777483146,0.002083368777483146,0,0.0028158805996050962,4,pre0_only,0.23571790507945728,0.23571790507945728,0.7327484865863063,0.9468450268598665,0.16375694318336123,0.32169006063405003,125.64798629027293,12.12875511023811,32.48523573410923,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,19.0,0.027228208,,0.026282026983678264,0.026282026983678264,-0.0009461810163217364,-0.0009461810163217364,0,0.0028158805996050962,4,pre0_only,0.14388099102285765,0.14388099102285765,0.6834640910450601,0.977590139695115,0.10605202599004401,0.21051726478102814,40.090874723673494,12.648027349831425,32.39767703513379,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,24.0,0.024081325,,0.024090274768852546,0.024090274768852546,8.949768852545281e-06,8.949768852545281e-06,0,0.0028158805996050962,4,pre0_only,0.09389989496247785,0.09389989496247785,0.638450722395509,0.9891254001732991,0.07380503597169089,0.14707461620555345,21.192678385684616,12.759732959914537,31.521612291463605,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,29.0,0.027472385,,0.023036961445855375,0.023036961445855375,-0.004435423554144623,-0.004435423554144623,0,0.0028158805996050962,4,pre0_only,0.06987995601943194,0.06987995601943194,0.5992800209816967,0.9931781915486297,0.058436199270880944,0.11660651710857921,21.033153648564568,12.829076354968848,30.585635262759638,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,34.0,0.028450069,,0.022393931932848884,0.022393931932848884,-0.006056137067151118,-0.006056137067151118,0,0.0028158805996050962,4,pre0_only,0.05521619994251958,0.05521619994251958,0.5652539824083653,0.9952174940001489,0.048919949558425845,0.09768387602907479,21.015736676712926,12.889460665034857,29.666527973328186,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,39.0,0.026345588,,0.021949591796692574,0.021949591796692574,-0.004395996203307426,-0.004395996203307426,0,0.0028158805996050962,4,pre0_only,0.0450833907323887,0.0450833907323887,0.5356850947346827,0.9964522329541406,0.04212995850899186,0.0841602485779782,20.925307070546836,12.941795098832543,28.7641242329695,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,44.0,0.020522187,,0.021620129389348014,0.021620129389348014,0.0010979423893480132,0.0010979423893480132,0,0.0028158805996050962,4,pre0_only,0.03757027309145054,0.03757027309145054,0.5099865510482607,0.9972827367901991,0.036867971796848115,0.07366914483181188,20.76929954747791,12.986634656618524,27.877543352376048,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,49.0,0.023313734,,0.021364901789349636,0.021364901789349636,-0.0019488322106503628,-0.0019488322106503628,0,0.0028158805996050962,4,pre0_only,0.031750018818869144,0.031750018818869144,0.4876580018625145,0.9978782791747687,0.0325766137991313,0.06510714209057607,20.556433838250335,13.024445466260234,27.005932800019792,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,54.0,0.021475789,,0.02116153674187723,0.02116153674187723,-0.0003142522581227672,-0.0003142522581227672,0,0.0028158805996050962,4,pre0_only,0.02711244715164934,0.02711244715164934,0.4682727705850575,0.9983224554649319,0.02896561557210814,0.05789883344652988,20.29493015881714,13.055621847615352,26.148504006100293,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,59.0,0.015305772,,0.020996557909604377,0.020996557909604377,0.0056907859096043765,0.0056907859096043765,0,0.0028158805996050962,4,pre0_only,0.023350241365803045,0.023350241365803045,0.45146688926701806,0.9986615822901231,0.025871957568088706,0.05172082808489783,19.992321214865058,13.080500918846555,25.3045654855001,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,64.0,0.020541901,,0.0208612571967743,0.0208612571967743,0.00031935619677429805,0.00031935619677429805,0,0.0028158805996050962,4,pre0_only,0.020264820541654058,0.020264820541654058,0.43692968317100694,0.9989238664503839,0.023198347091901852,0.0463800499764232,19.655386749050166,13.09937521841223,24.47355599070504,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,69.0,0.017417511,,0.020749671314145037,0.020749671314145037,0.003332160314145037,0.003332160314145037,0,0.0028158805996050962,4,pre0_only,0.017720196801365502,0.017720196801365502,0.4243956838800099,0.9991279235083809,0.02088304664082114,0.041753951499599984,19.290166291313874,13.11250317383026,23.65508184357285,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,74.0,0.017897205,,0.02065751030208161,0.02065751030208161,0.002760305302081611,0.002760305302081611,0,0.0028158805996050962,4,pre0_only,0.0156185411644713,0.0156185411644713,0.41363768846562343,0.999286875079756,0.018883983878203555,0.037758989569852325,18.9020263760959,13.120117673869673,22.84896387067906,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,79.0,0.017295758,,0.020581557590949647,0.020581557590949647,0.003285799590949646,0.003285799590949646,0,0.0028158805996050962,4,pre0_only,0.01388650242147185,0.01388650242147185,0.4044608092222499,0.9994104360757141,0.017170059177710868,0.03433336952515778,18.495760487298696,13.12243315319511,22.055289819935822,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,84.0,0.018958995,,0.020519320585340034,0.020519320585340034,0.0015603255853400347,0.0015603255853400347,0,0.0028158805996050962,4,pre0_only,0.012467238996143546,0.012467238996143546,0.39669737906371055,0.9995060315751783,0.01571637836218886,0.0314275809574766,18.0757101044442,13.119651622559024,21.27448278842736,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p0mW.csv,3.0,89.0,0.023565,,0.02046882137277634,0.02046882137277634,-0.00309617862722366,-0.00309617862722366,0,0.0028158805996050962,4,pre0_only,0.011315646230754102,0.011315646230754102,0.390202594402792,0.9995794285795467,0.014501739616563643,0.028999413107626267,17.6458952160489,13.111968023322632,20.5073770955802,0.04385162366543475,0.019972611912734115,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,-11.0,0.033565992,,0.031877960821157805,0.03367379529781306,-0.0016880311788421976,0.00010780329781305553,1,0.0017958344766552507,3,pre0_only,0.27863572348260623,0.27863572348260623,0.8120728886224424,0.9392928027189695,0.17511648461338578,0.34311664308270307,5.108064353466034,5.108064353466034,5.108064353466034,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,-6.0,0.033806562,,0.03187829313144598,0.033674127608101234,-0.0019282688685540172,-0.00013243439189876416,1,0.0017958344766552507,3,pre0_only,0.2786439030006826,0.2786439030006826,0.8120947540227139,0.9392924981328132,0.17511692846505006,0.3431174768959153,5.0990258829207,5.101313719016368,5.096961183491571,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,-1.0,0.033650428,,0.031879224617430466,0.03367505909408572,-0.0017712033825695375,2.4631094085715566e-05,1,0.0017958344766552507,3,pre0_only,0.27866683068820547,0.27866683068820547,0.8121556952976368,0.9392915906156805,0.17511825091859506,0.3431199612361031,5.092268669041979,5.094595571597536,5.090135581194016,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,4.0,0.030691504,,0.031759644829574885,0.031759644829574885,0.0010681408295748832,0.0010681408295748832,0,0.0017958344766552507,3,pre0_only,0.2757234820434856,0.2757234820434856,0.8042336116405747,0.9393937983010068,0.17496925143659736,0.34284003808424635,413.4643897624145,8.201159397309404,26.520933281149187,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,9.0,0.027721331,,0.0312278478544535,0.0312278478544535,0.003506516854453502,0.003506516854453502,0,0.0017958344766552507,3,pre0_only,0.2626337790588969,0.2626337790588969,0.7699091637430402,0.9400186433167307,0.17405568631484683,0.34112307195053965,279.79199526844934,11.280479470924792,31.81200945646645,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,14.0,0.023404375,,0.026746408261485194,0.026746408261485194,0.0033420332614851923,0.0033420332614851923,0,0.0017958344766552507,3,pre0_only,0.15232718470126289,0.15232718470126289,0.7170282711026762,0.9771735975587084,0.10703685283466166,0.2124423692067368,162.1999689413959,12.976804244332895,33.7794067983943,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,19.0,0.026302218,,0.02280724174046743,0.02280724174046743,-0.0034949762595325694,-0.0034949762595325694,0,0.0017958344766552507,3,pre0_only,0.055368153004648,0.055368153004648,0.6570439221818304,0.9964430780472047,0.042184313261939686,0.08426857191036524,68.61691594758062,13.681200786861524,34.04196258371341,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,24.0,0.02215986,,0.021530368701418674,0.021530368701418674,-0.0006294912985813257,-0.0006294912985813257,0,0.0017958344766552507,3,pre0_only,0.023939074592980926,0.023939074592980926,0.5994669002914156,0.9992023221153515,0.01997228023470086,0.039933938940321066,25.5241566007909,13.878815377527483,33.33198720518893,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,29.0,0.023804769,,0.020993058373455265,0.020993058373455265,-0.0028117106265447347,-0.0028117106265447347,0,0.0017958344766552507,3,pre0_only,0.010713665399956373,0.010713665399956373,0.5486325579706516,0.9998093115372033,0.009764592245792264,0.019527943145746532,23.063357947335845,13.954941124036855,32.39771457299881,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,34.0,0.018606678,,0.020748403560304222,0.020748403560304222,0.0021417255603042203,0.0021417255603042203,0,0.0017958344766552507,3,pre0_only,0.0046917077963686,0.0046917077963686,0.5042862081601319,0.9999567200118428,0.004651897481337142,0.00930366073957507,23.1361765643828,14.01711239426652,31.479061983802026,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,39.0,0.017844275,,0.020638365224685186,0.020638365224685186,0.002794090224685186,0.002794090224685186,0,0.0017958344766552507,3,pre0_only,0.0019832133942654672,0.0019832133942654672,0.4656077893454761,0.9999909286819592,0.002129710280257124,0.004259407680986934,23.147649075994536,14.069504911922971,30.583582799481587,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,44.0,0.019669265,,0.02059074489724969,0.02059074489724969,0.0009214798972496906,0.0009214798972496906,0,0.0017958344766552507,3,pre0_only,0.0008110819769755295,0.0008110819769755295,0.43188683201214534,0.9999982365629396,0.0009389988228641602,0.0018779965418179746,23.07019124881335,14.112992471219707,29.70994902596832,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,49.0,0.02439329,,0.020570909434640967,0.020570909434640967,-0.003822380565359034,-0.003822380565359034,0,0.0017958344766552507,3,pre0_only,0.0003228499518670202,0.0003228499518670202,0.40251725929959936,0.99999967833596,0.0004010386871922049,0.0008020772883845917,22.914282549738683,14.14835739671551,28.856744498655726,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_3p5mW.csv,3.5,54.0,0.018190831,,0.02056290655223067,0.02056290655223067,0.0023720755522306687,0.0023720755522306687,0,0.0017958344766552507,3,pre0_only,0.00012586621808882684,0.00012586621808882684,0.3769804629916941,0.9999999442620879,0.00016693997804086044,0.0003338799498784636,22.691125626772262,14.176309445247108,28.02263849281417,0.0406271231476757,0.020557792969888244,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,-6.0,0.029987659,,0.025904523039158148,0.030025248604156146,-0.004083135960841852,3.758960415614632e-05,1,0.004120725564997997,2,pre0_only,0.27576116398129646,0.27576116398129646,0.8082813169188183,0.9400016899292286,0.17408053398443507,0.34116978607460896,5.200219690799713,5.200219690799713,5.200219690799713,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,-1.0,0.030063093,,0.025904777830845858,0.030025503395843853,-0.004158315169154141,-3.758960415614632e-05,1,0.004120725564997997,2,pre0_only,0.275770008999387,0.275770008999387,0.8083051130200362,0.9400013637117326,0.1740810120705371,0.34117068487794067,5.190329572966594,5.192906965221402,5.187983925841381,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,4.0,0.018013135,,0.025813996971294856,0.025813996971294856,0.007800861971294856,0.007800861971294856,0,0.004120725564997997,2,pre0_only,0.2726185783062532,0.2726185783062532,0.7997659049484523,0.9401093655481682,0.17392266174360113,0.3408729687267981,448.7675471461524,8.50285060105535,27.080166264110204,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,9.0,0.024918541,,0.025336293958663936,0.025336293958663936,0.00041775295866393683,0.00041775295866393683,0,0.004120725564997997,2,pre0_only,0.2560352594915444,0.2560352594915444,0.761994596039354,0.941859609568901,0.17133691378408464,0.33600666044398186,314.81392343391985,11.858958166366927,32.66493818163721,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,14.0,0.020201311,,0.020479713644745882,0.020479713644745882,0.0002784026447458822,0.0002784026447458822,0,0.004120725564997997,2,pre0_only,0.08744051010660354,0.08744051010660354,0.70162537010976,0.9922038349540001,0.0624752598657989,0.1246256390257448,196.88001116749177,13.729746924432833,34.91323956053348,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,19.0,0.017982259,,0.018628046696124976,0.018628046696124976,0.0006457876961249755,0.0006457876961249755,0,0.004120725564997997,2,pre0_only,0.023160439569631965,0.023160439569631965,0.6277278042402763,0.9993191228735456,0.018452024361794557,0.03689567263578914,100.45786038428508,14.607790781840347,35.51052603200728,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,24.0,0.018030211,,0.01810693610055797,0.01810693610055797,7.672510055796791e-05,7.672510055796791e-05,0,0.004120725564997997,2,pre0_only,0.005070239350008979,0.005070239350008979,0.5496424489593901,0.9999574523444609,0.004612372342933702,0.009224613855076521,38.97048104401769,14.883322355075592,35.08261424032705,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,29.0,0.018501699,,0.017989695920620666,0.017989695920620666,-0.0005120030793793334,-0.0005120030793793334,0,0.004120725564997997,2,pre0_only,0.0010002811743501634,0.0010002811743501634,0.47599699967712467,0.9999977919635221,0.0010507229155314274,0.0021014442843729432,25.865504474043817,14.954443288522661,34.2187487800346,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
deltak12k_4p0mW.csv,4.0,34.0,0.018432379,,0.01796630283798763,0.01796630283798763,-0.0004660761620123681,-0.0004660761620123681,0,0.004120725564997997,2,pre0_only,0.00018819722866608062,0.00018819722866608062,0.4087233807719275,0.9999998939922757,0.00023022567850261688,0.0004604513407347668,25.679374139547182,14.99613790742654,33.325781237248,0.028806237036655004,0.017960881584009034,fitted_AB_missing_json_local,0.5146593205424301,0.2,delta_k
